,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
2652,XI4RX8G5,journalArticle,1930,"Reid, M. E.",Growth and Nitrogen Metabolism of Squash Seedlings II. With Respect to Stages of Development and the Influence of Light,American Journal of Botany,00029122,10.2307/2435929,http://doi.wiley.com/10.1002/j.1537-2197.1930.tb09556.x,,1930,396–415,,5,17,,,,English,,WB 01241,Crossref,,,
2653,L4V4657B,journalArticle,1933,"Reid, M. E.",Effects of shade on the growth of velvet bent and Metropolitan creeping bent,Bulletin of the Green section of the U.S. Golf Association,,,,,1933,131–135,,5,13,,,,English,,WB 01242,,,,
2654,MWX9TSWB,magazineArticle,1924,"Rhoads, A. S.",Sunscald of grapes and its relation to summer pruning,American Fruit Grower,,,,,1924,"20, 47",,3,44,,,,English,,WB 01243,,,,
2655,QIP2WFTJ,magazineArticle,1925,"Robbins, W. W.",Light relation of plants,The Louisiana Planter and Sugar Manufacturer,,,,,1925,232,,12,75,,,,English,,WB 01244,,,,
2656,4BBVBUHZ,journalArticle,1950,"Robinson, G. D.",Notes on the measurement and estimation of atmospheric radiation,Quarterly Journal of the Royal Meteorological Society,,,,,1950,37–51,,327,76,,,,English,,WB 01245,,,,
2657,NISP6CJH,journalArticle,1948,"Sakharov, M. I.",O vliiani otdel'nykh iarusov lesnykh tsenozov na radiatsiiu i osveshchennost [Influence of individual stories of forest associations upon radiation and illumination],Doklady Akad. Nauk S.S.S.R.,,,,,1948,701–704,,5,62,New Series,,,Russian,,WB 01247,,,,
2658,PVFXEMJ5,journalArticle,1949,"Schulze, R.",Das Strahlungsklima der Erde [The radiation climate of the earth],Annalen der Meteorologie,,,,,1949,6–13,,,1,,,,German,,WB 01251,,,,
2659,Q4HKGUHY,journalArticle,1938,"Sauberer, F.",Studien über das Lichtklima des Waldes [Studies on the light climate of forests],Österreichische Botanische Zeitschrift,,,,,1938,101–108,,,87,,,,German,,WB 01249,,,,
2660,CQQYWPY6,journalArticle,1949,"Sakharov, M. I.",Vliianie vetra na osveshchennost' v lesu [Influence of wind upon illumination in a forest],Doklady Akad. Nauk S.S.S.R.,,,,,1949,913–916,,5,67,New Series,,,Russian,,WB 01248,,,,
2661,2FML3EUJ,journalArticle,1919,"Seeley, D. A.",Note on the heating of plants in sunlight as a factor in growth,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1919)47<327b:NOTHOP>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281919%2947%3C327b%3ANOTHOP%3E2.0.CO%3B2,,1919,327-328,,5,47,,,,English,,WB 01252,Crossref,,,
2662,JGVTGVUB,journalArticle,1913,"Shaw, G. W.",Studies upon influences affecting the protein content of wheat,University of California publications in agricultural sciences,,,,,1913,63–126,,5,1,,,,English,,WB 01254,,,,
2663,367UG3ER,journalArticle,1930,"Sheard, C.; Higgins, G. M.; Foster, W. I.","The germination of seeds, growth of plants and development of chlorophyll as influenced by selective solar irradiation",Science,"0036-8075, 1095-9203",10.1126/science.71.1837.291,http://www.sciencemag.org/cgi/doi/10.1126/science.71.1837.291,,1930,291-293,,1837,71,New Series,,,English,,WB 01255,Crossref,,,
2664,YLSEWZTH,journalArticle,1932,"Shirley, H. L.",Does light burning stimulate aspen suckers? II.,Journal of Forestry,,,,,1932,419–420,,,30,,,,English,,WB 01256,,,,
2665,RR5BMS5D,journalArticle,1945,"Shirley, H. L.",Reproduction of upland conifers in the Lake States as affected by root competition and light,American Midland Naturalist,,,,,1945,537–612,,3,33,,,,English,,WB 01258,,,,
2666,3BNUIFDU,journalArticle,1931,"Shreve, F.",Physical Conditions in Sun and Shade,Ecology,00129658,10.2307/1932935,http://doi.wiley.com/10.2307/1932935,,1931,96-104,,1,12,,,,English,,+ WB 01259; + WB 02299,Crossref,,,
2667,BW7W5T7Q,magazineArticle,1950,"Skinner, H. T.",How your plants behave in sunlight and shade,Horticulture,,,,,1950,376–377,,10,92,,,,English,,WB 01262,,,,
2668,6RAAPSV6,bookSection,1936,"Smith, E. C.",The effects of radiation on fungi,Biological effects of radiation,,,,,1936,889–918,,,2,,"McGraw-Hill, Book Co.",New York,English,,WB 01263,,,,
2669,N22XEYXR,book,1926,"Spoehr, H. A.",Photosynthesis,,,,,,1926,,393,,,,The Chemical Catalog Co.,New York,English,,WB 01265,,,,
2670,IC4V22LE,journalArticle,1926,"Spillman, W. J.",Influence of air and sunshine on the growth of trees,Science,"0036-8075, 1095-9203",10.1126/science.63.1618.18-a,http://www.sciencemag.org/cgi/doi/10.1126/science.63.1618.18-a,,1926,18-18,,1618,63,New Series,,,English,,WB 01264,Crossref,,,
2671,MEUDJNX5,bookSection,1936,"Spoehr, H. A.; Smith, J. H. C.",The light factor in photosynthesis,Biological effects of radiation,,,,,1936,1015–1058,,,2,,"McGraw-Hill, Book Co.",New York,English,,WB 01266,,,,
2672,GM3E23ND,journalArticle,1948,"Sprague, V. G.",The relation of supplementary light and soil fertility to heading in the greenhouse of several perennial forage grasses,Journal of the American Society of Agronomy,,,,,1948,144–154,,,40,,,,English,,WB 01267,,,,
2673,MMMXSZ3I,journalArticle,1950,"Thomson, B. F.",The Effect of Light on the Rate of Development of Avena Seedlings,American Journal of Botany,00029122,10.2307/2437847,http://doi.wiley.com/10.1002/j.1537-2197.1950.tb12196.x,,1950,284–291,,4,37,,,,English,,WB 01270,Crossref,,,
2674,M33HFGVB,journalArticle,1927,"Van Dillewijn, C.",Die Lichtwachstumsreaktionen von Avena [The light growth reactions of Avena],Recueil des travaux botaniques néerlandais,,,,,1927,307–581,,,24,,,,German,,WB 01281,,,,
2675,99ZS8YDM,journalArticle,1911,"Van der Wolk, P. C.",Investigation of the transmission of light stimuli in the seedlings of Avena,Proceedings of the Section of Sciences of the Koninklijke Akademie van Wetenschappen,,,,,1911,327–342,,,14,,,,English,,WB 01280,,,,
2676,2HBMFYEC,journalArticle,1938,"Trapp, E.",Untersuchungen über die Verteilung der Helligkeit in einem Buchenwald [Research on the distribution of illumination in a beech forest],Bioklimatische Beiblätter der Meteorologischen Zeitschrift,,,,,1938,153–158,,4,5,,,,German,,WB 01278,,,,
2677,ZKFTTJR9,journalArticle,1923,"Tollenaar, D.",Dark growth-responses,Proceedings of the Section of Sciences of the Koninklijke Akademie van Wetenschappen,,,,,1923,378–389,,5–6,26,,,,,,WB 01275,,,,
2678,9WWBFP9U,journalArticle,1922,"Tollenaar, D.; Blaauw, A. H.",Light- and dark-adaption of a plant cell,Proceedings of the Section of Sciences of the Koninklijke Akademie van Wetenschappen,,,,,1922,17–32,,,24,,,,,,WB 01274,,,,
2679,LJBMVLQ8,journalArticle,1926,"Tippett, L. H. C.",On the effect of sunshine on wheat yield at Rothamsted,Journal of Agricultural Science,,,,,1926,159–165,,,16,,,,English,,WB 01273,,,,
2680,PLMW56AG,journalArticle,1944,"Thut, H. F.; Loomis, W. E.",Relation of light to growth of plants,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.19.1.117,http://www.plantphysiol.org/cgi/doi/10.1104/pp.19.1.117,,1944,117-130,,1,19,,,,English,,WB 01272,Crossref,,,
2681,3HPZVMRH,journalArticle,1927,"Verret, J. A.; McLennan, R. H.",The effect of sunlight on cane growth,Hawaiian Planters' Record,,,,,1927,116–121,,,31,,,,English,,WB 01282,,,,
2682,6MZPPE6J,journalArticle,1915,"Wager, H.",Behaviour of Plants in Response to the Light,Nature,"0028-0836, 1476-4687",10.1038/096468b0,http://www.nature.com/articles/096468b0,,1915,468-472,,2408,96,,,,English,,WB 01283,Crossref,,,
2683,XLKRNHJ2,journalArticle,1948,"Wassink, E. C.",De lichtfactor in de photosynthese en zijn relati tot andere milieufactore [Photosynthesis as a function of light in relation to other environmental factors],"Mededeelingen, Directeur van de Tuinbouw",,,,,1948,503–513,,,11,,,,Dutch,,WB 01284,,,,
2684,KKY56EEJ,journalArticle,1944,"Weintraub, R. L.",Radiation and plant respiration,The Botanical Review,"0006-8101, 1874-9372",10.1007/BF02861124,http://link.springer.com/10.1007/BF02861124,,1944,383-459,,7,10,,,,English,,WB 01286,Crossref,,,
2685,653JCMIU,journalArticle,1946,"Went, F. W.",Effects of temporary shading on vegetables,Proceedings of the American Society for Horticultural Science,,,,,1946,374–380,,,48,,,,English,,WB 01288,,,,
2686,F2JREITV,journalArticle,1941,"Went, F. W.",Effects of Light on Stem and Leaf Growth,American Journal of Botany,00029122,10.2307/2436931,http://doi.wiley.com/10.1002/j.1537-2197.1941.tb07946.x,,1941,83,,2,28,,,,English,,WB 01287,Crossref,,,
2687,BGS6WZJK,journalArticle,1942,"Werner, H. O.",Relation of length of photoperiod and intensity of supplemental light to the production of flowers and berries in the greenhouse by several varieties of potatoes,Journal of Agricultural Research,,,,,1942,257–274,,5,64,,,,English,,WB 01289,,,,
2688,AXQACSNJ,journalArticle,1937,"Wilson, J. D.",Evaporation studies. I. A survey of evaporation and light values in greenhouses,Ohio Agricultural Station Bimonthly Bulletin,,,,,1937,87–97,,186,22,,,,English,,WB 01290,,,,
2689,MYA3PHVU,journalArticle,1947,"Withrow, A. P.; Withrow, R. B.",Plant Growth with Artificial Sources of Radiant Energy,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.22.4.494,http://www.plantphysiol.org/cgi/doi/10.1104/pp.22.4.494,,1947,494-513,,4,22,,,,English,,WB 01291,Crossref,,,
2690,GAVLUZDL,journalArticle,1936,"Withrow, R. B.",Light and its effect on plant growth,Agricultural Engineering,,,,,1936,150–152,,4,17,,,,English,,WB 01292,,,,
2691,3PCS5HLW,report,1933,"Withrow, R. B.; Richman, M. W.",Artificial radiation as a means of forcing a greenhouse crops,,,,,,1933,20,,,,,,,English,Bulletin of the Indiana Agricultural Experiment Station,WB 01293,,,,380
2692,YCWWAZC5,journalArticle,1944,"Whitmore, R. A.",Light and pigment development in the kidney bean,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.19.4.569,http://www.plantphysiol.org/cgi/doi/10.1104/pp.19.4.569,,1944,569-578,,4,19,,,,English,,WB 01294,Crossref,,,
2693,8KUUXQ3C,journalArticle,1928,"Baker, C. L.; Brown, H. D.",Effect of sunshine and shape of fruits on the rate of ripening of tomato fruits,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.3.4.513,http://www.plantphysiol.org/cgi/doi/10.1104/pp.3.4.513,,1928,513-515,,4,3,,,,English,,WB 01295,Crossref,,,
2694,TQ8EDXD6,journalArticle,1940,"Zahour, R. L.",Heating hotbeds with radiant energy from incandescent lamps,Transactions of the Illuminating Engineering Society,,,,,1940,591–604,,,35,,,,English,,WB 01296,,,,
2695,86VMU6SV,journalArticle,1917,"Zon, R.",Some problems in light as a factor of forest growth,Journal of Forestry,,,,,1917,225–232,,2,15,,,,English,,WB 01297,,,,
2696,NDS9CYFP,report,1911,"Zon, R.; Graves, H. S.",Light in relation to tree growth,,,,,,1911,59,,,,,U.S. Department of Agriculture,,English,Forest Service Bulletin,,,,,92
2697,4GESGUTL,journalArticle,1926,"Auchter, E. C.; Schrader, A. L.; Logasse, F. S.; Aldrich, W. W.","The effect of shade on the growth, fruit bud formation and chemical composition of apple trees",Proceedings of the American Society for Horticultural Science,,,,,1926,368–382,,,23,,,,English,,WB 01304,,,,
2698,ZFLHGUKF,report,1929,"Auchter, E. C.; Schrader, A. L.",The influence of shade on the behaviour of apple trees,,,,,,1929,1054–1069,,,,,,,English,"Proceedings of the International congress of plant sciences, 1st Congress, Ithaca, New York, August 16-23, 1926",WB 01303,,,,2
2699,HF3GGN2P,book,1942,"Ashbel, D.",Solar radiation and soil temperature,,,,,,1942,,125,,,,The Hebrew University Press Association,Jerusalem,English,,WB 01302; + WB 02108,,,,
2700,AXGAMXBK,journalArticle,1920,"Adams, J.",Relation of flax to varying amounts of light,Botanical Gazette,,,https://www.journals.uchicago.edu/doi/pdfplus/10.1086/332724,,1920,153–156,,2,70,,,,English,,WB 01300,,,clean,
2701,U75L287Y,journalArticle,1934,"Lauscher, F.; Schwable, W.",Untersuchungen über die Helligkeit im Wald und am Waldrand [Investigations on light intensity in a forest and at the edge of a forest],Bioklimatische Beiblätter der Meteorologischen Zeitschrift,,,,,1934,60–65,,1,1,,,,German,,WB 01360,,,,
2702,TQK538HS,journalArticle,1944,"Kramer, P. J.; Decker, J. P.",Relation between light intensity and rate of photosynthesis of loblolly pine and certain hardwoods,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.19.2.350,http://www.plantphysiol.org/cgi/doi/10.1104/pp.19.2.350,,1944,350-358,,2,19,,,,English,,WB 01359,Crossref,,,
2703,7999A5MP,journalArticle,1949,"Kozlowski, T. T.",Light and Water in Relation to Growth and Competition of Piedmont Forest Tree Species,Ecological Monographs,00129615,10.2307/1943536,http://doi.wiley.com/10.2307/1943536,,1949,207-231,,3,19,,,,English,,WB 01357,Crossref,,,
2704,XFXSEKYI,bookSection,1936,"Kimball, H. H.; Hand, I. F.","The intensity of solar radiation as received at the surface of the earth and its variations with latitude, altitude, the season of the year and the time of day",Biological effects of radiation,,,,,1936,211–226,,,1,,"McGraw-Hill, Book Co.",New York,English,,WB 01356,,,,
2705,U8RJNWXK,journalArticle,1924,"Kimball, H. H.",Records of total solar radiation intensity and their relation to daylight intensity,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1924)52<473:ROTSRI>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281924%2952%3C473%3AROTSRI%3E2.0.CO%3B2,,1924,473-478,,10,52,,,,English,,WB 01355,Crossref,,,
2706,DMG8M7RL,bookSection,1948,"Khvostikov, I. A.",Svechenie nochnogo neba [Night-sky luminescence],Izdatetl'stvo Akad. Nauk. S.S.S.R.,,,,,1948,"100–131, 146–150, 153–156, 166–172, 273",,,,,Izdatel'stvo Akad. Nauk. S.S.S.R.,Moscow,Russian,,WB 01354,,,,
2707,CQQDDNM3,journalArticle,1948,"Jones, L. A.; Condit, H. R.",Sunlight and Skylight as Determinants of Photographic Exposurea I Luminous Density as Determined by Solar Altitude and Atmospheric Conditions,Journal of the Optical Society of America,0030-3941,10.1364/JOSA.38.000123,https://www.osapublishing.org/abstract.cfm?URI=josa-38-2-123,,1948,123–178,,2,38,,,,English,,WB 01353,Crossref,,,
2708,26SPPC9G,journalArticle,1948,"Jones, L. A.; Condit, H. R.",Sunlight and skylight as determinants of photographic exposure. I. Luminous density as determined by solar altitude and atmospheric conditions,Journal of the Optical Society of America,,,,,1948,123–178,,2,38,,,,English,,WB 01353,,,,
2709,ZVBYVDAS,journalArticle,1914,"Jacobi, H.",Einwirkung von Feuchtigkeit und Licht auf das Längenwachstum von Keimlingen [The effect of humidity and light on the growth of seedlings],Österreichische Botanische Zeitschrift,,,,,1914,94–101,,,64,,,,German,,WB 01351,,,,
2710,452RN87J,journalArticle,1950,"Hand, I. F.",Insolation on clear days at the time of solstices and equinoxes for latitude 42°N,Heating and Ventilating,,,,,1950,92–94,,1,47,,,,English,,WB 01348,,,,
2711,CVCNMW8A,report,1949,"Hand, I. F.",Weekly mean values of daily total solar and sky radiation,,,,,,1949,,,,,,U.S. Weather Bureau,,English,Technical Paper,WB 01347,,,,11
2712,DMG2VXCU,journalArticle,1948,"Gustafson, F. G.",Influence of light intensity upon the concentration of thiamin and riboflavin in plants,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.23.3.373,http://www.plantphysiol.org/cgi/doi/10.1104/pp.23.3.373,,1948,373-378,,3,23,,,,English,,WB 01345,Crossref,,,
2713,MYJD7MG4,journalArticle,1940,"Elvegård, E.; Sjöstedt, G.",The calculation of illumination from sun and sky,Transactions of the Illuminating Engineering Society,,,,,1940,333–342,,,35,,,,English,,WB 01336,,,,
2714,N77CYUNK,journalArticle,1949,"Elagin, I. N.; Zvorykina, K. V.",Osveshchennost' pod pologom nekotorykh tipov shirokolistvennykh lesov (Severo -zapadnyi Kavkaz) [Illumination under the canopies of certain types of broad-leaf forests (Northwestern Caucasus)],Doklady Akad. Nauk S.S.S.R.,,,,,1949,713–716,,4,66,N. S.,,,Russian,,WB 01134,,,,
2715,ZU39NE8H,journalArticle,1943,"Dunlap, A. A.",Low Light Intensity and Cotton Boll-Shedding,Science,"0036-8075, 1095-9203",10.1126/science.98.2556.568-a,http://www.sciencemag.org/cgi/doi/10.1126/science.98.2556.568-a,,1943,568-569,,2556,98,New Series,,,English,,WB 01333,Crossref,,,
2716,8GGNUQMP,journalArticle,1939,"Deinhofer, J.; Lauscher, F.",Dämmerungshelligkeit (Beobachtungen und Überlegungen) [Twilight brightness. observations and analysis],Meteorologische Zeitschrift,,,,,1939,153–159,,4,56,,,,German,,WB 01331,,,,
2717,U3IFYV4V,journalArticle,1920,"Coupin, H.",Sur les plantules qui verdissent à l'obscurité [On the germination of young trees in darkness],Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1920,1071–1972,,,170,,,,French,,WB 01327,,,,
2718,P24Y4QN5,journalArticle,1910,"Combes, R.",Détermination des intensités lumineuses optima pour les végétaux aux divers stades du développement [Determination of optimum light intensities for plants at various stages of development],Annales des sciences naturelles – Botanique,,,,,1910,75–254,,,11,Série 9,,,French,,WB 01326,,,,
2719,4B3RS5QS,journalArticle,1924,"Clark, N. A.",The Rate of Reproduction of Lemna Major as a Function of Intensity and Duration of Light,The Journal of Physical Chemistry,"0092-7325, 1541-5740",10.1021/j150254a004,http://pubs.acs.org/doi/abs/10.1021/j150254a004,,1924,935-941,,8,29,,,,English,,WB 01324; WB 01447,Crossref,,,
2720,573L6NGZ,journalArticle,1934,"Christopher, E. P.",The intensity of light striking leaves of apple trees at different times of day,Proceedings of the American Society for Horticultural Science,,,,,1934,86–92,,,32,,,,English,,WB 01323,,,,
2721,9ECQVYVR,report,1923,"Burns, G. P.",Studies in tolerance of New England forest trees. IV. Minimum light requirement referred to a definite standard,,,,,,1923,32,,,,,,,English,Vermont Agricultural Experiment Station Bulletin,WB 01320,,,,235
2722,ST3ZWAXN,journalArticle,1941,"Breese, A.; Bradbury, N. E.","Note on illumination, climate and radiation intensity",Bulletin of the American Meteorological Society,,,,,1941,319–320,,8,22,,,,English,,WB 01317,,,,
2723,SCHSHHY8,journalArticle,1923,"Bonacina, L. C. W.",Polar Climate and Vegetation,Nature,"0028-0836, 1476-4687",10.1038/112436c0,http://www.nature.com/articles/112436c0,,1923,436-437,,2812,112,,,,English,,WB 01315,Crossref,,,
